Id,SalePrice
1461,0.16073323569913053
1462,0.22150100955587415
1463,0.23910305090910242
1464,0.2542737662088267
1465,0.2544409671250427
1466,0.22378364911024348
1467,0.22214944607396336
1468,0.21386003519623484
1469,0.24738438543541105
1470,0.16655025349067606
1471,0.26463262076130445
1472,0.13294838842995835
1473,0.13312521330346358
1474,0.19901120211637266
1475,0.16346109097932712
1476,0.5029070550113707
1477,0.33532997356665384
1478,0.36924526699492954
1479,0.3707900640234232
1480,0.6248708025789782
1481,0.4560710842458563
1482,0.2715403184495463
1483,0.21848598270576045
1484,0.21808378175697749
1485,0.24964498228324059
1486,0.2596105695445764
1487,0.4577406529142529
1488,0.31615856474574244
1489,0.2534099653367462
1490,0.28210336979648865
1491,0.2542752753779035
1492,0.11627549532532164
1493,0.2534582862943411
1494,0.4033876495066161
1495,0.38533623091859337
1496,0.2902056677771899
1497,0.2387798464899414
1498,0.21553522108619524
1499,0.2180047538660382
1500,0.1989437742997274
1501,0.22788580143043954
1502,0.20126231625363386
1503,0.3942838075648174
1504,0.31943443892086454
1505,0.29239517976275864
1506,0.22699726989085198
1507,0.3054424371890382
1508,0.2536761099514363
1509,0.20878326472218597
1510,0.19123934177485355
1511,0.18970457571532914
1512,0.22627410000675904
1513,0.1984123986550644
1514,0.2304714022136509
1515,0.2547249117923167
1516,0.20104526300027623
1517,0.21946953626681295
1518,0.16974110426114927
1519,0.2956766571974915
1520,0.17546873966360862
1521,0.17540077606183377
1522,0.2250575387522483
1523,0.14368486227540708
1524,0.1589379463849739
1525,0.16629966444833774
1526,0.16516077921235536
1527,0.15396422691000752
1528,0.18021738778996876
1529,0.19550684067233667
1530,0.22620224003685308
1531,0.14618251439997584
1532,0.13482302934461607
1533,0.20005766907515418
1534,0.16094291915419232
1535,0.2101146302479547
1536,0.15317859383592433
1537,0.10473006762885237
1538,0.24299297986706045
1539,0.2817880926565034
1540,0.1386634875725977
1541,0.17952702335527002
1542,0.18093905673254804
1543,0.2648862329457812
1544,0.11169582252676377
1545,0.14877461816525991
1546,0.17462478480913388
1547,0.166096722286973
1548,0.16856393210433404
1549,0.14434570602284866
1550,0.1752203551946022
1551,0.1572509270333878
1552,0.1876897121439762
