Id,SalePrice
1461,130101.83
1462,166118.2
1463,181420.78
1464,195073.6
1465,196329.16
1466,172692.7
1467,174692.39
1468,169266.39
1469,171610.56
1470,127191.64
1471,195999.31
1472,100011.75
1473,103411.56
1474,147636.52
1475,129204.14
1476,414669.0
1477,266032.97
1478,303368.06
1479,283409.88
1480,408134.38
1481,328193.47
1482,210151.48
1483,172742.6
1484,165331.38
1485,166875.92
1486,192633.2
1487,332246.1
1488,237452.61
1489,203019.1
1490,217066.4
1491,187586.44
1492,94527.27
1493,187045.6
1494,311876.0
1495,291952.38
1496,223665.0
1497,193006.98
1498,156180.03
1499,154211.17
1500,158363.0
1501,173932.56
1502,158375.25
1503,317786.66
1504,262304.84
1505,223992.0
1506,178842.44
1507,240678.64
1508,198323.53
1509,162169.72
1510,146381.88
1511,144036.61
1512,172480.52
1513,161925.83
1514,169184.5
1515,181189.53
1516,162848.11
1517,172417.84
1518,124666.41
1519,232003.08
1520,139058.6
1521,138524.92
1522,165936.8
1523,110395.805
1524,123234.89
1525,128282.17
1526,119324.45
1527,109053.8
1528,136871.83
1529,144122.75
1530,178717.77
1531,111496.3
1532,109360.55
1533,146597.1
1534,110423.73
1535,165839.75
1536,112520.555
1537,70454.15
1538,165234.33
1539,242321.6
1540,102208.21
1541,142564.58
1542,142772.4
1543,206492.62
1544,75534.37
1545,111807.586
1546,137732.2
1547,133089.19
1548,125712.79
1549,117089.805
1550,139969.69
1551,119512.87
1552,126495.14
1553,148004.48
1554,112477.17
1555,164914.27
1556,86688.03
1557,120062.914
1558,90090.44
1559,114973.875
1560,141795.7
1561,154170.88
1562,133773.81
1563,121138.7
1564,147482.39
1565,147006.88
1566,218864.42
1567,72591.0
1568,231500.47
1569,160770.95
1570,142993.89
1571,102231.92
1572,136566.19
1573,216593.08
1574,111020.81
1575,215421.53
1576,235738.73
1577,190364.06
1578,142276.16
1579,144171.94
1580,189662.77
1581,147425.36
1582,126524.7
1583,329985.47
1584,231535.9
1585,140904.39
1586,65901.625
1587,108457.88
1588,146056.48
1589,88453.69
1590,127511.75
1591,94807.71
1592,108239.85
1593,123785.86
1594,144002.44
1595,117692.56
1596,227879.12
1597,190493.05
1598,211123.8
1599,197289.64
1600,188812.34
1601,74380.33
1602,117765.34
1603,94938.94
1604,265981.34
1605,260987.34
1606,162409.22
1607,161021.94
1608,208276.42
1609,185605.23
1610,157150.45
1611,130542.78
1612,157383.5
1613,163940.28
1614,128076.54
1615,84677.27
1616,67886.18
1617,87232.41
1618,123340.195
1619,142720.6
1620,153535.67
1621,139526.34
1622,140485.86
1623,306977.72
1624,219359.7
1625,127344.81
1626,168750.55
1627,185868.0
1628,303996.7
1629,186890.73
1630,319480.56
1631,237405.31
1632,263052.84
1633,165762.69
1634,177763.14
1635,170563.66
1636,156561.08
1637,167842.03
1638,196570.95
1639,169742.52
1640,248885.88
1641,183351.52
1642,222327.52
1643,235413.55
1644,248320.34
1645,184165.75
1646,156896.52
1647,152258.67
1648,127606.766
1649,136582.64
1650,126450.88
1651,123576.14
1652,96207.375
1653,103845.23
1654,150084.97
1655,145717.72
1656,148075.42
1657,151582.45
1658,147664.36
1659,132438.64
1660,153305.28
1661,522642.1
1662,394640.1
1663,391915.6
1664,457094.97
1665,287969.88
1666,336402.78
1667,432811.12
1668,316058.28
1669,293001.94
1670,338972.0
1671,271113.6
1672,498966.75
1673,299654.97
1674,255244.95
1675,194074.6
1676,197251.66
1677,208089.28
1678,467445.1
1679,337339.03
1680,322402.28
1681,242812.56
1682,293903.34
1683,177727.08
1684,169852.47
1685,173083.55
1686,172889.92
1687,167767.34
1688,185777.22
1689,190387.42
1690,188493.38
1691,173656.56
1692,264479.0
1693,164570.42
1694,181196.67
1695,167856.2
1696,272832.22
1697,170270.69
1698,386943.44
1699,352762.6
1700,255967.58
1701,276324.4
1702,254648.05
1703,254935.02
1704,287350.16
1705,234441.53
1706,420113.06
1707,216644.45
1708,207758.8
1709,282446.47
1710,244713.72
1711,260012.39
1712,273213.3
1713,271432.66
1714,229647.5
1715,209244.0
1716,185409.1
1717,164514.47
1718,147952.52
1719,200859.12
1720,270134.75
1721,162016.75
1722,121719.17
1723,155030.02
1724,209438.67
1725,228378.75
1726,181407.64
1727,162606.53
1728,181834.5
1729,161934.47
1730,151819.69
1731,130154.84
1732,130969.84
1733,122391.92
1734,120794.94
1735,125853.664
1736,117503.195
1737,301770.72
1738,230743.66
1739,282746.97
1740,205629.23
1741,196687.33
1742,173419.03
1743,176148.69
1744,280947.8
1745,204716.69
1746,230812.25
1747,213041.03
1748,218873.05
1749,144665.06
1750,140776.48
1751,227359.2
1752,123331.67
1753,134046.78
1754,197649.27
1755,175506.3
1756,133567.12
1757,122058.46
1758,146618.95
1759,156502.86
1760,157690.02
1761,140071.58
1762,181892.69
1763,168494.55
1764,117156.41
1765,174731.5
1766,177604.0
1767,226993.5
1768,141503.48
1769,161154.92
1770,141765.92
1771,135067.55
1772,136010.52
1773,139112.58
1774,129356.2
1775,131775.64
1776,130032.84
1777,112975.36
1778,134260.31
1779,123401.195
1780,185400.72
1781,125069.38
1782,96698.055
1783,141637.11
1784,106524.61
1785,109664.195
1786,113483.61
1787,173349.58
1788,62731.258
1789,99455.695
1790,87531.58
1791,179680.61
1792,154717.36
1793,138659.4
1794,147085.89
1795,142883.31
1796,143702.12
1797,125316.18
1798,120654.69
1799,114153.77
1800,138965.31
1801,130598.07
1802,122643.33
1803,150938.22
1804,146581.98
1805,142917.4
1806,114873.39
1807,146602.34
1808,118951.2
1809,126378.88
1810,135080.48
1811,114152.04
1812,101497.414
1813,118581.67
1814,96572.52
1815,55751.69
1816,102957.15
1817,111043.11
1818,139384.66
1819,113580.45
1820,74412.63
1821,93844.13
1822,162365.33
1823,60764.273
1824,122294.68
1825,143449.48
1826,111310.28
1827,102360.2
1828,137374.84
1829,106423.77
1830,142637.34
1831,153312.77
1832,102839.54
1833,151591.83
1834,124607.055
1835,150244.4
1836,124835.62
1837,97239.26
1838,137547.72
1839,85160.03
1840,167069.84
1841,156976.8
1842,83392.15
1843,135984.7
1844,140993.05
1845,129105.81
1846,151133.88
1847,157012.31
1848,48752.742
