Id,SalePrice
1461,116194.14778378746
1462,164962.90099690773
1463,183930.67334609933
1464,198361.02742625854
1465,185140.4135575689
1466,170315.74212582113
1467,177584.06998690506
1468,161773.88015212148
1469,189347.1098175784
1470,123762.29219739641
1471,169729.56684829108
1472,95625.49522910443
1473,97492.73130672089
1474,144732.9461802687
1475,108831.39385903385
1476,321445.0407305305
1477,245956.32373406173
1478,300916.035584239
1479,298622.6391604048
1480,460949.1702289444
1481,321262.6996941351
1482,211517.3637599425
1483,176578.20005274832
1484,155555.957596866
1485,201367.62838136216
1486,191065.42581719946
1487,307624.83494428144
1488,226171.3357537337
1489,193961.90054140627
1490,253200.08914749208
1491,196908.15720060124
1492,94373.51899688909
1493,185024.22497588643
1494,289795.33645819814
1495,286288.21287430974
1496,240865.0976609182
1497,174662.66285607446
1498,186042.52248464074
1499,165731.918493914
1500,163277.41449295802
1501,178047.1290445971
1502,140631.90473442062
1503,298974.89173597255
1504,235598.0154542526
1505,230134.9475985694
1506,191184.08399183297
1507,235601.47538360918
1508,202285.23741899486
1509,162015.63298904002
1510,150269.55550318726
1511,167320.66320394742
1512,166287.00570688763
1513,155292.78663004455
1514,153929.162995534
1515,187621.45829180474
1516,152989.99261320254
1517,166835.73624520723
1518,128716.07386915934
1519,210024.21103148095
1520,132675.83978782227
1521,138869.00756688698
1522,175836.3251836386
1523,114846.9691635129
1524,130734.2097830113
1525,123404.23939649481
1526,109457.43033479746
1527,111332.00108094109
1528,131160.230692261
1529,164507.61873849976
1530,180711.83233925345
1531,112441.30271706526
1532,93658.33825389342
1533,148917.17864241876
1534,118959.99887476215
1535,142549.48031387993
1536,104277.80815095751
1537,54456.84092680962
1538,146375.42742932113
1539,201357.72261402404
1540,91259.42500134537
1541,143726.8853722552
1542,144555.619254817
1543,181909.0335730053
1544,83350.14864862035
1545,118916.59078546117
1546,144767.5511704411
1547,129108.75589683057
1548,137054.81707909083
1549,123631.06547726515
1550,143034.24025856642
1551,103619.81269222559
1552,149141.21603032466
1553,145958.2450400252
1554,119405.82570150399
1555,171840.78281537918
1556,82768.46999512707
1557,121669.24144943526
1558,104953.73995937867
1559,62821.934598435284
1560,130282.65119103095
1561,123090.36534779052
1562,132750.231361494
1563,125182.67012798146
1564,163435.09669237203
1565,156001.72509897425
1566,248373.18849819305
1567,78190.89849843779
1568,256350.18306889888
1569,137655.37139953848
1570,136668.1858678775
1571,109540.98219843835
1572,143591.86414835733
1573,222845.30366458127
1574,117438.68596510093
1575,249420.95139852722
1576,241753.3562103311
1577,182613.5645088344
1578,153454.59289568217
1579,155020.8565983537
1580,192399.79016915458
1581,164099.95698820832
1582,127917.66704260712
1583,288027.31490618177
1584,214548.24396616602
1585,139302.47057870557
1586,67193.31755097504
1587,114661.0322740531
1588,152264.3412542779
1589,96298.5422431487
1590,126120.52971577458
1591,95864.00579852423
1592,117228.91893782304
1593,124114.88893169537
1594,126804.98685182905
1595,114065.98745711312
1596,213742.02548763854
1597,206020.94019101607
1598,232462.85303448892
1599,169375.46372921456
1600,157892.80236137356
1601,60766.1869495565
1602,113767.04304202869
1603,71557.11336644605
1604,256360.3898132536
1605,229318.9083045722
1606,166808.34482421027
1607,173551.43183821643
1608,222279.3784423005
1609,174577.41916669035
1610,160052.61225002236
1611,137635.44070420455
1612,167475.00368665313
1613,165358.1428881677
1614,126522.176831194
1615,88342.79963757473
1616,77731.69921469098
1617,90026.59019083601
1618,137905.77280307742
1619,142572.60491733017
1620,141372.86087370684
1621,132991.70600705285
1622,143295.87683285578
1623,249016.86174442965
1624,202026.8325547426
1625,114464.93526439667
1626,170870.39737371437
1627,192924.71721586387
1628,266721.17163189576
1629,188104.5961812951
1630,348667.2721430073
1631,228907.11844012054
1632,244020.92588280715
1633,177126.55980405264
1634,182338.52076724518
1635,173918.75747813119
1636,149800.55273098737
1637,197781.17612455404
1638,181088.24730406413
1639,182265.8059855615
1640,236049.61927580164
1641,189222.24196428573
1642,257104.5971872374
1643,218171.38770708538
1644,240375.60491254964
1645,194784.26213244634
1646,160656.69592991058
1647,161686.57571119705
1648,125053.51906600944
1649,140969.72274148255
