Id,SalePrice
1461,143498.2944422681
1462,152535.5032594089
1463,187006.454985623
1464,186438.83550259809
1465,177664.12972398876
1466,166510.9342190243
1467,168247.15312795574
1468,166005.86845983678
1469,172742.93812061194
1470,121623.46222665347
1471,194486.0705185384
1472,105960.86818085454
1473,119972.03371729329
1474,153289.68956277883
1475,131496.14326511553
1476,330065.9655246219
1477,237113.61670960387
1478,272024.5749185232
1479,237953.09533490628
1480,347804.3108492867
1481,282940.09090661583
1482,201425.30594508257
1483,160505.43348601737
1484,164730.0163813046
1485,180846.43862373263
1486,189506.54557193565
1487,309462.97800507466
1488,234376.4496881158
1489,188224.29823316622
1490,200951.5832034601
1491,191308.04029339162
1492,92230.46730706956
1493,195715.2288192085
1494,288091.1891406609
1495,277980.6950359917
1496,214775.01464906946
1497,184591.12046156742
1498,165634.0909225032
1499,165236.0351724774
1500,159436.42026137238
1501,171830.14438115538
1502,161829.38070661444
1503,270700.44888483814
1504,235312.47249889286
1505,206754.93934174176
1506,164257.1106212513
1507,200468.59899708355
1508,176491.70877476025
1509,152168.38162553078
1510,139813.69061007706
1511,138182.3225854646
1512,154734.00183401676
1513,147082.13116011655
1514,174215.49966803912
1515,199654.8846028002
1516,163186.23460285206
1517,156890.44181581348
1518,126214.77876214788
1519,218129.76560730115
1520,129644.16917126242
1521,130971.43890370856
1522,161590.6602232221
1523,105686.12227172725
1524,120616.00424647014
1525,126211.02669899729
1526,123218.55702525226
1527,110477.36905416026
1528,151029.5800371817
1529,139079.4183532953
1530,161848.20514613896
1531,134187.08318418206
1532,116217.01334852198
1533,140778.8241244517
1534,121888.7607453475
1535,170386.35920110633
1536,120446.79430439594
1537,82399.2876337319
1538,189657.58595904
1539,219929.5169403994
1540,109439.50602155132
1541,149431.57645188243
1542,157033.785280335
1543,201173.12737830155
1544,83202.35629421256
1545,120497.4025644151
1546,143673.38830994588
1547,153586.96444495753
1548,127658.91139100082
1549,119887.93135371037
1550,141432.33311044733
1551,123018.59202474444
1552,138185.85159856395
1553,146459.9819479394
1554,112299.81265645586
1555,158282.3629347593
1556,88042.14032421263
1557,112499.59440101209
1558,106204.52850539256
1559,106474.8074567688
1560,141317.12760219385
1561,127821.15173767833
1562,141733.57111928472
1563,118689.65110186541
1564,157208.72578373027
1565,149586.52007199722
